churn;accountlength;internationalplan;voicemailplan;numbervmailmessages;totaldayminutes;totaldaycalls;totaldaycharge;totaleveminutes;totalevecalls;totalevecharge;totalnightminutes;totalnightcalls;totalnightcharge;totalintlminutes;totalintlcalls;totalintlcharge;numbercustomerservicecalls
No;116;no;no;0;1921;98;3266;3129;135;266;1302;94;586;79;2;213;3
Yes;54;no;no;0;2726;83;4634;2487;74;2114;1974;111;888;95;2;257;1
Yes;86;no;no;0;1283;121;2181;1971;93;1675;1384;152;623;122;5;329;7
No;108;no;no;0;1696;99;2883;2641;87;2245;2063;78;928;93;4;251;0
No;66;no;no;0;2013;95;3422;1528;66;1299;2332;101;1049;75;4;203;1
No;151;no;yes;17;2147;97;365;1385;90;1177;1691;44;761;86;4;232;1
No;99;no;no;0;1692;70;2876;2715;77;2308;1702;104;766;106;2;286;0
No;55;no;no;0;1941;121;330;1766;110;1501;3028;136;1363;70;7;189;2
No;77;no;no;0;2338;104;3975;2665;94;2265;2127;104;957;76;3;205;2
No;78;no;no;0;2251;67;3827;1992;127;1693;1755;102;79;146;2;394;0
Yes;89;no;no;0;2130;63;3621;1766;71;1501;2626;126;1182;91;1;246;1
No;101;no;no;0;1839;115;3126;2559;101;2175;2750;145;1238;108;11;292;1
No;44;no;yes;34;2218;105;3771;1617;85;1374;2277;62;1025;140;7;378;0
No;98;no;yes;21;646;98;1098;1761;86;1497;2448;84;1102;0;0;0;2
No;64;no;yes;37;1546;92;2628;834;103;709;1659;99;747;133;3;359;1
No;141;no;no;0;2602;131;4423;1792;120;1523;1350;119;608;72;8;194;3
No;81;no;yes;33;1616;117;2747;1230;90;1046;2613;101;1176;122;5;329;1
No;162;no;no;0;2206;117;375;1552;121;1319;1867;89;84;105;11;284;1
No;83;no;yes;41;1559;122;265;1623;107;138;1276;105;574;131;5;354;3
Yes;100;no;no;0;1070;63;1819;1057;67;898;2431;74;1094;128;3;346;4
No;59;no;no;0;1825;104;3103;2047;95;174;2299;100;1035;113;8;305;4
No;179;yes;yes;38;2201;78;3742;2343;71;1992;2373;85;1068;101;4;273;4
No;79;no;no;0;1522;112;2587;1772;132;1506;964;87;434;53;3;143;1
No;117;no;no;0;1815;95;3086;2051;88;1743;2040;82;918;147;9;397;2
Yes;64;yes;no;0;2362;77;4015;2186;85;1858;1941;97;873;132;2;356;2
No;31;no;no;0;1661;105;2824;793;93;674;2137;98;962;127;2;343;1
No;124;yes;no;0;2446;89;4158;1888;80;1605;2060;114;927;113;4;305;1
No;122;no;yes;23;1342;85;2281;2273;132;1932;1224;96;551;85;2;23;2
No;37;yes;yes;39;1497;122;2545;2111;75;1794;1143;90;514;92;4;248;1
No;90;no;yes;29;1501;109;2552;2647;103;225;1784;97;803;58;4;157;1
Yes;159;yes;no;0;2571;53;4371;3122;127;2654;1830;82;824;88;6;238;1
No;148;no;no;0;1244;83;2115;1797;81;1527;2530;99;1139;113;6;305;0
No;39;no;yes;36;1417;121;2409;2323;113;1975;2221;131;999;120;5;324;1
No;77;no;no;0;2300;87;391;1032;138;877;3096;136;1393;113;3;305;2
No;194;no;no;0;1623;88;2759;2137;118;1816;1921;81;864;109;2;294;0
Yes;154;no;no;0;3508;75;5964;2165;94;184;2539;100;1143;101;9;273;1
No;112;no;no;0;1933;96;3286;2641;123;2245;1286;115;579;91;3;246;4
No;45;no;no;0;782;127;1329;2534;108;2154;2550;100;1148;180;3;486;1
No;132;no;no;0;834;110;1418;2322;137;1974;1467;114;66;76;5;205;1
No;128;no;no;0;1956;99;3325;2678;120;2276;1649;76;742;160;2;432;0
No;135;no;no;0;2018;81;3431;2250;114;1913;2044;82;92;103;6;278;1
No;56;no;no;0;1970;110;3349;2228;102;1894;2253;91;1014;106;6;286;2
Yes;151;yes;no;0;2180;57;3706;1144;88;972;2692;95;1211;124;1;335;0
No;32;no;no;0;1648;98;2802;2299;96;1954;1673;108;753;148;2;40;2
No;90;no;no;0;1792;77;3046;2107;99;1791;2769;58;1246;92;6;248;2
No;87;no;yes;21;2140;113;3638;1800;114;153;1345;82;605;106;5;286;0
No;138;no;no;0;1705;87;2899;1182;116;1005;1879;111;846;112;7;302;2
No;79;no;no;0;2057;123;3497;2145;108;1823;2261;106;1017;67;18;181;1
Yes;95;yes;no;0;1655;84;2814;2862;112;2433;1989;89;895;115;2;311;1
No;127;no;no;0;2210;100;3757;1607;113;1366;2331;96;1049;68;4;184;2
No;137;no;no;0;2421;118;4116;1910;93;1624;2186;50;984;147;2;397;3
No;97;no;no;0;1516;107;2577;1554;96;1321;2400;112;108;147;4;397;1
No;149;yes;no;0;1762;87;2995;1450;81;1233;2495;92;1123;57;4;154;0
No;117;yes;yes;22;1960;82;3332;3227;82;2743;2256;120;1015;37;5;10;1
No;84;no;no;0;1595;125;2712;2471;90;210;1879;82;846;72;4;194;2
No;137;no;no;0;2302;113;3913;2204;79;1873;2047;111;921;107;7;289;4
No;99;no;no;0;1467;64;2494;2740;99;2329;3213;98;1446;89;1;24;3
No;54;no;no;0;2105;102;3579;2045;83;1738;1278;53;575;85;5;23;1
No;85;no;no;0;1020;95;1734;2702;139;2297;1482;105;667;107;3;289;1
No;150;no;no;0;1260;99;2142;2385;73;2027;2851;100;1283;102;6;275;3
No;43;no;no;0;1684;125;2863;2438;89;2072;2147;102;966;111;2;30;1
No;35;no;no;0;1056;129;1795;2582;129;2195;2131;77;959;87;3;235;0
No;98;no;no;0;2065;92;3511;1762;152;1498;2328;115;1048;124;5;335;5
No;112;no;no;0;2171;76;3691;2052;100;1744;1857;91;836;94;3;254;2
Yes;16;no;no;0;2296;78;3903;2057;108;1748;1662;91;748;108;2;292;0
No;98;no;yes;22;2783;89;4731;934;143;794;1076;42;484;97;5;262;0
No;84;no;no;0;1386;102;2356;1990;93;1692;2041;137;918;78;4;211;0
Yes;94;no;no;0;2344;103;3985;2793;109;2374;2342;121;1054;20;2;54;1
No;84;no;no;0;1815;129;3086;1307;112;1111;1865;118;839;85;4;23;1
Yes;66;no;no;0;1673;91;2844;2300;68;1955;1917;118;863;106;5;286;1
No;98;no;yes;31;1210;105;2057;2189;98;1861;2267;110;102;120;1;324;1
No;74;no;no;0;2211;124;3759;1108;94;942;2401;112;108;106;3;286;0
No;96;no;yes;26;1458;108;2479;1922;89;1634;1651;96;743;99;2;267;1
No;119;no;no;0;2228;122;3788;1632;107;1387;1606;112;723;112;6;302;1
No;73;no;no;0;1834;80;3118;2420;115;2057;2014;100;906;75;3;203;4
No;92;yes;no;0;2643;91;4493;1609;115;1368;1986;73;894;93;5;251;0
No;21;no;no;0;1460;78;2482;1097;79;932;2474;108;1113;68;7;184;0
Yes;122;no;no;0;1571;134;2671;1849;122;1572;1972;59;887;85;5;23;4
No;133;yes;no;0;1273;108;2164;2513;81;2136;1350;88;608;103;3;278;1
No;145;no;no;0;1879;110;3194;1970;117;1675;1670;108;752;48;4;13;2
No;25;no;no;0;1788;90;304;1412;72;120;2030;99;914;84;5;227;2
No;64;no;no;0;972;80;1652;1862;90;1583;1890;92;85;104;6;281;2
No;85;no;no;0;2598;85;4417;2423;117;206;1688;72;76;54;1;146;0
No;126;no;no;0;2565;112;4361;1995;90;1696;1883;122;847;70;5;189;3
No;76;no;no;0;1695;77;2882;1240;87;1054;2194;92;987;100;3;27;0
Yes;113;no;no;0;2397;47;4075;2829;110;2405;2384;88;1073;87;3;235;2
Yes;224;yes;no;0;1715;99;2916;1600;103;136;2124;102;956;50;2;135;1
No;117;no;no;0;2399;84;4078;1748;106;1486;2095;93;943;98;2;265;0
No;128;no;yes;34;1423;73;2419;1948;79;1656;2393;81;1077;160;6;432;1
No;115;no;no;0;1841;98;313;3270;73;278;2125;106;956;75;6;203;2
No;141;no;yes;28;2069;126;3517;2644;126;2247;1718;124;773;93;11;251;2
No;51;no;no;0;2599;114;4418;1762;94;1498;772;112;347;153;1;413;1
No;100;no;no;0;2038;122;3465;2831;76;2406;1973;83;888;125;3;338;0
No;96;no;yes;45;2488;124;423;1403;77;1193;2636;102;1186;103;2;278;3
No;112;no;yes;16;2216;110;3767;1302;123;1107;2000;108;90;113;3;305;1
No;129;yes;no;0;1929;131;3279;1855;101;1577;2052;130;923;109;4;294;1
No;163;no;no;0;1224;129;2081;1134;108;964;1802;97;811;125;7;338;1
No;67;no;yes;40;1049;65;1783;2163;93;1839;2174;128;978;96;9;259;1
No;140;no;no;0;1732;91;2944;1968;106;1673;2093;128;942;112;5;302;3
No;49;no;no;0;1194;69;203;2733;92;2323;2144;153;965;124;7;335;2
Yes;46;no;no;0;2503;100;4255;2606;90;2215;1950;104;878;133;2;359;2
No;148;no;no;0;1783;98;3031;2826;110;2402;1810;98;815;114;4;308;1
No;112;no;no;0;2434;77;4138;1821;97;1548;2592;94;1166;128;2;346;1
No;78;no;no;0;1550;106;2635;1753;101;149;1556;125;70;118;5;319;2
No;61;no;yes;31;2887;101;4908;2038;102;1732;2032;49;914;86;3;232;0
No;58;no;yes;29;2404;80;4087;1189;91;1011;1642;108;739;112;3;302;1
No;155;no;no;0;1903;123;3235;3013;96;2561;2146;134;966;80;3;216;1
Yes;100;no;no;0;2780;76;4726;1767;74;1502;2195;126;988;83;4;224;0
No;113;no;no;0;1550;93;2635;3306;106;281;1894;123;852;135;3;365;1
No;81;no;no;0;1535;99;261;1976;102;168;1985;86;893;63;2;17;2
No;135;no;yes;27;2734;141;4648;1540;99;1309;2458;112;1106;123;6;332;1
No;99;no;no;0;1553;93;264;2657;95;2258;1457;67;656;124;4;335;0
No;59;no;yes;29;1331;114;2263;2212;82;188;1316;103;592;68;3;184;1
No;135;no;no;0;2468;129;4196;1878;121;1596;1545;109;695;126;5;34;1
No;85;yes;no;0;1654;107;2812;1960;126;1666;3492;110;1571;96;7;259;2
No;70;no;no;0;595;103;1012;2572;106;2186;2083;86;937;111;6;30;0
No;88;no;no;0;1383;116;2351;2360;138;2006;1791;110;806;96;4;259;3
No;55;no;no;0;2867;100;4874;1344;121;1142;1929;122;868;69;5;186;2
No;75;no;no;0;1173;114;1994;2011;61;1709;1079;82;486;122;3;329;1
No;79;no;yes;21;2643;79;4493;2028;118;1724;1734;92;78;63;3;17;4
No;85;no;no;0;1279;107;2174;2712;124;2305;2022;76;91;125;5;338;0
No;86;no;yes;23;2255;107;3834;2463;105;2094;2457;81;1106;98;2;265;0
No;91;no;no;0;1490;115;2533;2453;105;2085;2600;94;117;83;3;224;0
No;149;no;yes;20;1989;77;3381;2740;88;2329;1907;76;858;143;9;386;1
Yes;97;no;no;0;2564;125;4359;2739;100;2328;2227;101;1002;111;1;30;1
Yes;88;no;no;0;2648;124;4502;2454;112;2086;1605;115;722;148;2;40;1
No;60;no;no;0;982;88;1669;1805;69;1534;2236;69;1006;93;2;251;2
No;54;no;no;0;1598;99;2717;2640;64;2244;1157;70;521;97;7;262;2
No;11;no;yes;28;1906;86;324;2201;122;1871;1803;80;811;60;3;162;3
No;109;no;no;0;1840;120;3128;1204;119;1023;1537;86;692;110;3;297;0
No;90;no;no;0;2618;128;4451;2206;104;1875;1366;91;615;96;5;259;1
No;115;no;no;0;1479;109;2514;2284;117;1941;2997;90;1349;96;9;259;3
No;144;no;yes;18;1064;109;1809;1081;113;919;2084;111;938;101;5;273;1
No;91;no;no;0;1337;75;2273;1953;87;166;2805;89;1262;59;2;159;0
No;105;no;yes;23;1935;85;329;2202;90;1872;2724;111;1226;85;5;23;0
Yes;71;yes;no;0;1782;113;3029;1678;94;1426;1821;111;819;136;3;367;3
Yes;132;no;yes;36;2262;103;3845;1816;125;1544;2588;102;1165;105;5;284;3
No;112;no;no;0;1704;103;2897;2002;71;1702;2583;100;1162;116;4;313;1
No;86;no;yes;32;709;163;1205;1667;121;1417;2449;105;1102;111;5;30;3
No;41;no;yes;34;1944;63;3305;2549;110;2167;1602;115;721;172;9;464;2
No;44;no;no;0;2403;146;4085;1646;83;1399;2407;106;1083;106;2;286;1
No;78;no;no;0;750;116;1275;2487;87;2114;1760;83;792;95;6;257;3
No;149;no;no;0;691;117;1175;1363;100;1159;1817;53;818;63;3;17;1
Yes;72;no;yes;33;966;59;1642;3154;98;2681;1633;117;735;62;4;167;4
No;139;no;yes;20;2146;101;3648;2351;132;1998;1628;132;733;148;12;40;0
No;74;no;no;0;1485;111;2525;1465;42;1245;2892;83;1301;99;6;267;3
No;50;no;no;0;2581;106;4388;1614;106;1372;2251;110;1013;117;5;316;1
No;141;no;yes;23;1497;112;2545;1625;118;1381;2203;115;991;76;2;205;3
No;140;no;no;0;1498;134;2547;1644;98;1397;2947;124;1326;81;2;219;1
No;99;no;no;0;1904;102;3237;1581;107;1344;2715;92;1222;112;4;302;2
No;166;no;no;0;1814;108;3084;2538;54;2157;1123;94;505;116;6;313;1
No;124;no;no;0;1511;123;2569;1874;104;1593;2554;93;1149;53;3;143;1
No;74;no;no;0;1557;116;2647;1737;63;1476;2574;97;1158;81;4;219;0
No;117;no;no;0;1499;95;2548;2561;110;2177;2127;92;957;133;13;359;2
No;85;no;no;0;2223;132;3779;2315;101;1968;2235;75;1006;110;2;297;3
No;36;no;yes;16;1494;111;254;1318;113;112;1327;87;597;67;2;181;0
No;102;yes;no;0;2338;103;3975;2216;131;1884;1469;106;661;128;3;346;0
No;76;no;no;0;2042;100;3471;2926;139;2487;2443;105;1099;105;2;284;0
No;165;no;no;0;2429;126;4129;2098;65;1783;2284;126;1028;0;0;0;1
No;130;no;no;0;1504;119;2557;2305;99;1959;1863;76;838;123;4;332;1
No;78;no;no;0;2089;119;3551;2524;132;2145;2802;120;1261;128;7;346;0
Yes;55;yes;no;0;1919;91;3262;2561;110;2177;2037;101;917;143;6;386;1
Yes;92;yes;no;0;1307;113;2222;2606;122;2215;2442;98;1099;94;2;254;2
No;129;no;yes;33;1196;104;2033;2787;88;2369;2634;175;1185;59;2;159;2
No;18;no;no;0;2736;93;4651;1146;116;974;2506;120;1128;82;4;221;1
No;161;yes;no;0;1561;114;2654;1803;63;1533;1796;115;808;111;9;30;2
No;93;no;yes;36;1787;134;3038;1786;102;1518;1268;82;571;80;4;216;2
No;144;no;no;0;1775;93;3018;2874;75;2443;1805;118;812;119;3;321;2
Yes;75;yes;no;0;2113;61;3592;1056;119;898;1759;63;792;97;4;262;4
No;95;no;no;0;1752;91;2978;2444;109;2077;758;95;341;75;2;203;1
No;126;no;yes;23;1143;102;1943;1903;103;1618;2404;111;1082;126;7;34;3
No;124;no;yes;28;2514;104;4274;2251;89;1913;2519;121;1134;75;5;203;1
Yes;93;yes;no;0;2169;61;3687;2074;120;1763;2217;110;998;175;5;473;1
No;109;yes;yes;26;2172;138;3692;1455;111;1237;2807;76;1263;93;3;251;0
No;80;no;no;0;2063;97;3507;1549;98;1317;2636;82;1186;124;12;335;0
No;41;no;no;0;1593;66;2708;1259;75;107;2619;76;1179;111;5;30;1
No;136;no;yes;31;1431;88;2433;2366;65;2011;2278;120;1025;114;5;308;2
Yes;92;no;no;0;1540;122;2618;3298;88;2803;2880;117;1296;56;2;151;3
No;143;no;yes;24;1866;69;3172;2220;116;1887;2349;138;1057;116;5;313;1
Yes;118;no;yes;26;1708;114;2904;1995;125;1696;1697;98;764;96;5;259;5
No;193;no;yes;17;1240;102;2108;2029;81;1725;2051;129;923;123;3;332;1
No;73;no;no;0;1983;94;3371;2793;101;2374;1462;87;658;148;8;40;3
No;62;no;no;0;1728;101;2938;2048;97;1741;2408;90;1084;91;8;246;2
No;30;no;yes;30;2174;74;3696;2138;86;1817;2272;104;1022;66;3;178;0
Yes;60;yes;yes;29;2659;113;452;2158;94;1834;1081;82;486;140;12;378;0
No;148;no;yes;14;936;137;1591;1938;72;1647;1449;84;652;175;5;473;1
No;96;no;no;0;982;100;1669;3072;88;2611;1825;120;821;76;1;205;2
No;52;no;no;0;2147;68;365;1586;138;1348;1234;114;555;94;4;254;2
No;87;no;no;0;1682;92;2859;2247;100;191;1695;99;763;129;3;348;1
No;41;no;no;0;2029;97;3449;1538;104;1307;1135;92;511;90;3;243;3
No;112;no;no;0;2614;108;4444;1545;102;1313;1309;90;589;116;2;313;1
Yes;88;no;no;0;733;86;1246;1614;82;1372;2396;76;1078;82;3;221;4
No;122;no;yes;27;2537;84;4313;2292;109;1948;1905;123;857;92;5;248;7
No;61;no;no;0;450;108;765;1513;74;1286;1529;94;688;98;6;265;2
No;87;no;no;0;2313;105;3932;1717;108;1459;677;136;305;130;6;351;1
No;176;no;no;0;474;125;806;1678;90;1426;1631;107;734;105;8;284;2
No;30;no;no;0;2274;88;3866;1825;100;1551;1917;134;863;125;3;338;0
No;95;no;yes;22;409;126;695;1334;90;1134;2642;91;1189;119;7;321;0
No;46;no;no;0;1248;133;2122;1573;143;1337;1993;72;897;86;4;232;2
No;100;yes;no;0;685;110;1165;3371;115;2865;2052;99;923;121;9;327;0
No;47;no;yes;37;1635;77;278;2031;102;1726;2320;87;1044;78;4;211;2
No;77;no;no;0;1630;112;2771;2191;89;1862;2334;66;105;67;3;181;2
No;98;no;yes;38;2137;61;3633;2530;104;2151;2077;73;935;107;5;289;2
No;125;no;yes;36;2013;117;3422;422;78;359;1257;104;566;54;3;146;1
No;67;no;no;0;3104;97;5277;665;123;565;2465;99;1109;92;10;248;4
No;194;no;no;0;484;101;823;2811;138;2389;2185;87;983;182;1;491;1
No;128;no;yes;40;1712;88;291;1457;109;1238;1968;93;886;140;6;378;1
No;190;no;yes;22;1665;93;2831;1830;92;1556;1210;102;544;85;3;23;0
No;165;no;no;0;2166;126;3682;1908;104;1622;2247;123;1011;124;8;335;0
No;59;no;no;0;1078;113;1833;2166;125;1841;2175;92;979;99;3;267;2
No;47;no;yes;28;1413;94;2402;1680;108;1428;1135;84;511;78;2;211;1
No;150;no;yes;29;2099;77;3568;1580;52;1343;1419;113;639;66;1;178;0
Yes;152;yes;yes;20;2375;120;4038;2534;94;2154;2652;80;1193;142;3;383;9
No;26;no;no;0;2345;109;3987;2165;129;184;1916;94;862;35;6;95;3
No;79;no;yes;31;1031;90;1753;2430;135;2066;764;92;344;122;8;329;3
No;95;no;yes;27;1295;106;2202;2489;90;2116;2680;115;1206;119;3;321;1
Yes;69;yes;no;0;2798;90;4757;2487;91;2114;1710;118;769;84;10;227;2
Yes;95;yes;yes;41;1368;91;2326;2008;61;1707;1337;67;602;103;9;278;5
No;31;no;yes;31;1001;54;1702;2463;97;2094;2550;131;1148;59;3;159;0
No;121;no;yes;31;2371;63;4031;2056;117;1748;1967;85;885;101;5;273;4
Yes;111;no;no;0;1728;58;2938;1831;108;1556;1588;104;715;79;3;213;4
No;157;no;no;0;2245;111;3817;2007;99;1706;1166;118;525;115;2;311;2
Yes;44;no;no;0;2881;112;4898;2580;92;2193;1924;90;866;102;4;275;3
No;61;yes;no;0;782;103;1329;1959;149;1665;1080;100;486;101;6;273;2
No;65;no;no;0;1487;80;2528;2590;94;2202;1495;107;673;127;6;343;2
No;74;no;yes;25;1946;84;3308;1199;103;1019;1755;75;79;131;2;354;2
No;123;no;no;0;1595;77;2712;3038;92;2582;2269;120;1021;120;4;324;0
No;58;no;yes;20;1945;110;3307;2137;89;1816;2366;92;1065;95;2;257;1
Yes;74;no;no;0;1741;96;296;2511;94;2134;2576;123;1159;83;5;224;2
No;125;no;no;0;1318;97;2241;1367;100;1162;3082;119;1387;77;6;208;2
No;80;no;no;0;1606;103;273;2370;109;2015;2451;88;1103;107;1;289;1
No;53;no;yes;18;1468;107;2496;3100;84;2635;1787;130;804;72;7;194;0
No;99;no;yes;28;2007;88;3412;2642;116;2246;1727;102;777;91;5;246;1
No;99;no;no;0;1456;106;2475;983;106;836;2308;83;1039;109;5;294;1
No;66;no;yes;29;2294;104;390;2574;84;2188;2315;119;1042;80;1;216;2
No;97;no;no;0;2110;76;3587;1890;100;1607;1230;102;554;47;4;127;3
No;75;no;yes;37;1215;97;2066;2714;110;2307;2487;97;1119;113;5;305;2
No;85;yes;no;0;2160;73;3672;1882;117;160;1471;98;662;36;7;97;2
No;108;no;no;0;2930;88;4981;1606;101;1365;1439;87;648;100;6;27;2
Yes;133;yes;yes;32;2211;137;3759;2649;99;2252;1689;108;76;154;4;416;2
No;51;no;no;0;1815;108;3086;1969;87;1674;1872;119;842;103;2;278;1
No;186;no;yes;26;743;107;1263;1773;116;1507;2963;90;1333;145;3;392;2
No;44;yes;no;0;623;92;1059;2750;82;2338;1387;108;624;108;3;292;1
No;64;no;yes;31;2286;88;3886;2485;109;2112;1671;124;752;90;1;243;3
Yes;44;no;no;0;2281;121;3878;2765;79;235;2798;77;1259;99;5;267;2
No;114;no;yes;36;3099;90;5268;2003;89;1703;1835;105;826;142;2;383;1
No;92;no;no;0;2019;74;3432;2268;119;1928;2175;80;979;137;6;37;3
No;110;no;no;0;1498;112;2547;1800;93;153;1400;119;63;117;4;316;2
No;90;no;yes;30;1838;76;3125;2297;95;1952;1441;124;648;77;3;208;1
No;72;no;yes;21;1867;108;3174;3350;86;2848;1872;119;842;165;4;446;1
Yes;113;no;no;0;2094;151;356;3473;113;2952;2460;116;1107;74;2;20;1
No;171;no;yes;25;2232;77;3794;1832;118;1557;1508;90;679;102;3;275;3
No;104;no;no;0;1642;109;2791;1554;90;1321;1689;117;76;107;8;289;1
No;165;no;no;0;1505;75;2559;1931;93;1641;3116;93;1402;103;2;278;1
Yes;104;no;no;0;2342;128;3981;2931;92;2491;1839;79;828;98;6;265;0
No;110;no;no;0;553;102;94;1647;124;140;2007;108;903;102;5;275;1
No;90;yes;no;0;2218;97;3771;2038;134;1732;2158;154;971;84;4;227;1
No;114;no;no;0;1696;85;2883;589;86;501;1793;124;807;74;8;20;1
Yes;101;no;no;0;897;118;1525;2601;79;2211;1701;93;765;135;11;365;5
No;117;no;yes;14;802;81;1363;2190;103;1862;1226;102;552;86;2;232;1
No;109;no;no;0;2189;105;3721;2999;87;2549;1586;110;714;113;4;305;2
No;82;no;no;0;1257;96;2137;2076;137;1765;1831;103;824;129;2;348;1
No;92;no;no;0;1763;85;2997;934;125;794;2072;107;932;96;1;259;2
No;82;no;yes;29;2072;111;3522;2541;137;216;1693;92;762;95;5;257;2
No;90;no;no;0;2057;138;3497;1619;83;1376;2697;104;1214;125;6;338;2
No;87;no;yes;28;1514;95;2574;1524;97;1295;2501;109;1125;0;0;0;1
No;124;no;no;0;1575;70;2678;1307;79;1111;1934;98;87;96;4;259;3
No;39;no;no;0;1604;68;2727;1026;103;872;2353;106;1059;91;5;246;2
No;84;no;no;0;1590;80;2703;1679;128;1427;1676;101;754;123;5;332;1
No;75;no;yes;46;2141;62;364;2009;111;1708;2468;126;1111;92;6;248;0
No;102;no;no;0;1026;89;1744;2460;77;2091;1705;140;767;91;4;246;2
Yes;62;yes;no;0;1597;86;2715;1975;76;1679;1216;105;547;139;6;375;0
No;143;no;no;0;2028;109;3448;1658;104;1409;1439;71;648;46;4;124;1
No;53;no;no;0;575;95;978;2655;131;2257;2443;128;1099;116;6;313;3
No;30;no;no;0;1699;144;2888;2252;118;1914;1697;93;764;114;7;308;1
Yes;112;no;no;0;3355;77;5704;2125;109;1806;2650;132;1193;127;8;343;2
No;129;no;no;0;1395;119;2372;2893;105;2459;1294;97;582;131;8;354;0
No;63;no;yes;29;1423;107;2419;1187;56;1009;2401;91;108;66;8;178;1
No;28;no;no;0;1878;94;3193;2486;86;2113;2088;124;94;106;5;286;0
No;111;no;no;0;1462;55;2485;2615;83;2223;1632;116;734;87;3;235;3
No;91;no;no;0;2318;120;3941;1506;106;128;2692;129;1211;116;7;313;3
No;90;no;no;0;1937;83;3293;1542;79;1311;2990;60;1346;127;3;343;1
No;151;no;no;0;1564;108;2659;2334;118;1984;1957;141;881;77;6;208;4
Yes;105;yes;yes;29;2207;82;3752;2177;110;185;1905;100;857;132;6;356;1
No;41;no;yes;37;2398;110;4077;2219;115;1886;1891;100;851;73;1;197;2
No;48;no;yes;43;1720;111;2924;2002;64;1702;2331;96;1049;80;5;216;1
No;166;yes;yes;35;1282;138;2179;2745;113;2333;2989;130;1345;88;7;238;2
No;79;no;no;0;1302;119;2213;2909;121;2473;1948;140;877;140;6;378;3
No;153;no;no;0;1954;107;3322;1546;96;1314;1428;97;643;116;6;313;1
Yes;110;yes;no;0;2933;79;4986;1885;90;1602;2669;91;1201;145;4;392;0
No;163;no;no;0;1913;89;3252;1939;87;1648;2684;121;1208;128;4;346;1
No;126;no;no;0;1224;88;2081;1438;111;1222;1570;106;707;115;3;311;1
No;105;no;yes;33;2096;68;3563;1469;140;1249;1210;131;544;106;3;286;2
No;172;no;no;0;2157;140;3667;1463;84;1244;2646;83;1191;71;1;192;3
No;126;no;no;0;1614;110;2744;2206;125;1875;2492;78;1121;51;2;138;0
No;97;no;no;0;1442;91;2451;2267;137;1927;1446;72;651;138;4;373;3
Yes;95;yes;yes;37;2202;109;3743;1853;99;1575;2051;82;923;41;2;111;0
No;87;no;no;0;2562;105;4355;1607;102;1366;2494;80;1122;74;2;20;4
No;97;no;no;0;1127;119;1916;2177;109;185;1521;76;684;65;5;176;1
Yes;76;no;no;0;2995;125;5092;2267;92;1927;2107;134;948;137;4;37;0
No;140;no;no;0;1948;107;3312;1709;99;1453;2251;93;1013;139;4;375;0
No;169;no;no;0;1008;112;1714;2300;69;1955;1936;95;871;95;2;257;0
No;68;no;yes;22;825;97;1403;2899;94;2464;1800;114;81;48;4;13;3
No;122;no;yes;34;1464;104;2489;897;103;762;2200;91;99;156;4;421;2
No;36;no;no;0;1779;129;3024;2246;87;1909;3063;102;1378;108;6;292;2
No;120;no;yes;27;1535;84;261;1940;73;1649;2565;94;1154;102;7;275;5
No;121;no;no;0;1507;105;2562;1973;133;1677;1690;116;761;92;15;248;1
No;64;no;yes;19;1801;106;3062;1275;92;1084;2374;118;1068;75;3;203;0
No;13;no;yes;31;2653;94;451;1476;95;1255;2593;117;1167;129;1;348;1
No;106;no;no;0;1286;83;2186;1340;114;1139;2106;113;948;114;2;308;0
No;88;no;no;0;1615;92;2746;1735;108;1475;2062;95;928;79;4;213;2
No;74;no;no;0;1653;120;281;1985;106;1687;2085;102;938;98;3;265;1
No;83;no;no;0;1950;92;3315;2105;83;1789;1806;92;813;110;13;297;0
No;49;no;no;0;2138;79;3635;2651;93;2253;2398;128;1079;156;7;421;0
No;111;no;yes;24;2055;114;3494;2193;99;1864;2159;95;972;140;4;378;1
No;50;no;yes;22;2529;112;4299;1779;99;1512;1584;146;713;85;4;23;3
No;153;no;yes;28;2356;74;4005;2279;37;1937;1703;103;766;154;9;416;0
No;88;no;no;0;1920;91;3264;1276;127;1085;1556;125;70;75;5;203;1
No;131;no;yes;39;691;122;1175;1013;136;861;1048;94;472;91;4;246;0
Yes;79;no;no;0;2617;97;4449;2106;48;179;2567;83;1155;60;3;162;3
No;140;no;no;0;2355;81;4004;2572;130;2186;1031;111;464;115;4;311;2
No;105;no;no;0;2134;100;3628;2049;52;1742;1797;93;809;95;6;257;1
No;54;no;yes;39;2069;143;3517;1278;72;1086;1992;120;896;92;1;248;3
No;87;no;yes;22;2638;65;4485;1034;115;879;2081;109;936;85;3;23;3
No;96;no;yes;31;1834;126;3118;1955;106;1662;1801;93;81;105;5;284;1
Yes;79;no;no;0;1576;85;2679;1941;92;165;2315;86;1042;94;10;254;5
No;55;no;no;0;1756;147;2985;1618;118;1375;2895;55;1303;93;4;251;0
No;130;no;no;0;2425;101;4123;1028;114;874;1424;89;641;93;2;251;2
No;34;no;no;0;1510;102;2567;1314;101;1117;1866;86;84;99;7;267;0
No;139;no;no;0;1381;103;2348;1645;100;1398;1349;63;607;83;2;224;1
Yes;109;no;no;0;2647;69;450;3050;120;2593;1974;86;888;95;9;257;1
No;65;no;yes;31;2823;70;4799;1520;89;1292;2255;93;1015;120;4;324;1
